,name,Land,Maschinennummer,Nettowert,Menge,Verkaufsbeleg,latitude,longitude
1578,Poland,POL,38200200,11.41,1.0,1,51.919438,19.145136
1579,Germany,DEU,3054470,11.4,6.0,1,51.165691,10.451526
1580,Austria,AUT,3035520,11.36,16.0,1,47.516231,14.550072
1581,Poland,POL,31013160,11.2,20.0,1,51.919438,19.145136
1582,Russia,RUS,3050650,11.13,3.0,1,61.52401,105.318756
1583,Italy,ITA,3055290,11.02,4.0,4,41.87194,12.56738
1584,Austria,AUT,5410980,11.0,2.0,1,47.516231,14.550072
1585,Chile,CHL,3015270,10.78,1.0,1,-35.675147,-71.542969
1586,Austria,AUT,3029960,10.6,1.0,1,47.516231,14.550072
1587,Hungary,HUN,3062070,10.6,1.0,1,47.162494,19.503304
1588,Spain,ESP,3043890,10.57,1.0,1,40.463667,-3.74922
1589,Austria,AUT,6004372,10.4,1.0,1,47.516231,14.550072
1590,United Kingdom,GBR,3400470,10.36,2.0,1,55.378051,-3.435973
1591,Croatia,HRV,38000980,10.36,2.0,1,45.1,15.2
1592,United States of America,USA,6009310,10.36,2.0,1,37.09024,-95.712891
1593,Germany,DEU,7008350,10.36,1.0,1,51.165691,10.451526
1594,Australia,AUS,3051930,10.08,16.0,1,-25.274398,133.775136
1595,Japan,JPN,3044280,9.94,20.0,1,36.204824,138.252924
1596,Austria,AUT,6103600,9.8,1.0,1,47.516231,14.550072
1597,Germany,DEU,38001210,9.8,2.0,1,51.165691,10.451526
1598,United States of America,USA,3049900,9.73,1.0,1,37.09024,-95.712891
1599,United Kingdom,GBR,3048850,9.73,1.0,1,55.378051,-3.435973
1600,Germany,DEU,31020210,9.719999999999999,4.0,2,51.165691,10.451526
1601,Taiwan,TWN,3047150,9.69,2.0,1,23.69781,120.960515
1602,Germany,DEU,6006780,9.5,17.0,3,51.165691,10.451526
1603,Romania,ROU,3055890,9.43,1.0,1,45.943161,24.96676
1604,Austria,AUT,6104210,9.4,2.0,1,47.516231,14.550072
1605,Italy,ITA,3039060,9.4,1.0,1,41.87194,12.56738
1606,Germany,DEU,56002350,9.4,1.0,1,51.165691,10.451526
1607,Panama,PAN,3026140,9.3,3.0,1,8.537981,-80.782127
1608,Israel,ISR,3031101,9.18,16.0,1,31.046051,34.851612
1609,Israel,ISR,31008880,9.17,1.0,1,31.046051,34.851612
1610,Poland,POL,31019990,9.17,1.0,1,51.919438,19.145136
1611,Germany,DEU,56001760,9.12,1.0,1,51.165691,10.451526
1612,Poland,POL,3061690,9.1,1.0,1,51.919438,19.145136
1613,Turkey,TUR,6600850,9.1,1.0,1,38.963745,35.243322
1614,Netherlands,NLD,3042420,9.1,1.0,1,52.132633,5.291266
1615,Italy,ITA,6105960,9.08,100.0,1,41.87194,12.56738
1616,Germany,DEU,3036610,9.0,2.0,1,51.165691,10.451526
1617,Austria,AUT,3051830,8.96,1.0,1,47.516231,14.550072
1618,Austria,AUT,3053130,8.9,1.0,1,47.516231,14.550072
1619,Poland,POL,6008520,8.89,1.0,1,51.919438,19.145136
1620,Germany,DEU,3040551,8.88,1.0,1,51.165691,10.451526
1621,Germany,DEU,3031611,8.88,1.0,1,51.165691,10.451526
1622,Switzerland,CHE,5300390,8.74,4.0,1,46.818188,8.227512
1623,Austria,AUT,3019800,8.73,1.0,1,47.516231,14.550072
1624,Germany,DEU,6004963,8.6,2.0,1,51.165691,10.451526
1625,Italy,ITA,31600800,8.54,2.0,1,41.87194,12.56738
1626,Germany,DEU,3021581,8.52,12.0,1,51.165691,10.451526
1627,Germany,DEU,6800680,8.52,12.0,2,51.165691,10.451526
1628,Germany,DEU,3040921,8.48,1.0,1,51.165691,10.451526
1629,Spain,ESP,31033010,8.47,1.0,1,40.463667,-3.74922
1630,United States of America,USA,31033390,8.47,1.0,1,37.09024,-95.712891
1631,Israel,ISR,3059500,8.440000000000001,6.0,3,31.046051,34.851612
1632,Netherlands,NLD,31010650,8.4,8.0,1,52.132633,5.291266
1633,Netherlands,NLD,3030290,8.4,12.0,1,52.132633,5.291266
1634,Austria,AUT,31600142,8.4,4.0,1,47.516231,14.550072
1635,Germany,DEU,31011790,8.4,4.0,1,51.165691,10.451526
1636,Germany,DEU,3044620,8.3,2.0,2,51.165691,10.451526
1637,China,CHN,32401300,8.16,2.0,1,35.86166,104.195397
1638,Spain,ESP,6007370,8.12,2.0,1,40.463667,-3.74922
1639,Germany,DEU,31020020,8.1,1.0,1,51.165691,10.451526
1640,Germany,DEU,7006064,8.09,12.0,1,51.165691,10.451526
1641,Italy,ITA,6601460,8.0,4.0,1,41.87194,12.56738
1642,Canada,CAN,3026920,7.79,9.0,2,56.130366,-106.346771
1643,Canada,CAN,3053000,7.77,1.0,1,56.130366,-106.346771
1644,Spain,ESP,3043630,7.77,1.0,1,40.463667,-3.74922
1645,United States of America,USA,3055970,7.7,10.0,1,37.09024,-95.712891
1646,Iran,IRN,5417680,7.7,2.0,1,32.427908,53.688046
1647,Germany,DEU,31007492,7.5,1.0,1,51.165691,10.451526
1648,Netherlands,NLD,3205451,7.42,1.0,1,52.132633,5.291266
1649,Germany,DEU,6007400,7.4,2.0,1,51.165691,10.451526
1650,Germany,DEU,6006520,7.36,4.0,1,51.165691,10.451526
1651,United States of America,USA,3061470,7.35,3.0,1,37.09024,-95.712891
1652,Italy,ITA,31009250,7.28,4.0,1,41.87194,12.56738
1653,Switzerland,CHE,31008111,7.2,6.0,1,46.818188,8.227512
1654,Germany,DEU,3211550,7.2,6.0,1,51.165691,10.451526
1655,Germany,DEU,3028002,7.1,10.0,1,51.165691,10.451526
1656,Germany,DEU,3057200,7.1,10.0,1,51.165691,10.451526
1657,Poland,POL,3050420,7.0,5.0,2,51.919438,19.145136
1658,Croatia,HRV,3043580,6.93,1.0,1,45.1,15.2
1659,Poland,POL,38000700,6.86,2.0,1,51.919438,19.145136
1660,Austria,AUT,5412240,6.84,1.0,1,47.516231,14.550072
1661,Austria,AUT,3025901,6.82,12.0,1,47.516231,14.550072
1662,Germany,DEU,32600920,6.8,4.0,1,51.165691,10.451526
1663,Germany,DEU,3028690,6.8,4.0,1,51.165691,10.451526
1664,Germany,DEU,32301930,6.79,1.0,1,51.165691,10.451526
1665,Poland,POL,3063150,6.72,2.0,1,51.919438,19.145136
1666,Germany,DEU,32500300,6.65,5.0,1,51.165691,10.451526
1667,India,IND,31008900,6.46,4.0,1,20.593684,78.96288
1668,Netherlands,NLD,3050610,6.45,2.0,2,52.132633,5.291266
1669,South Africa,ZAF,31025840,6.45,2.0,2,-30.559482,22.937506
1670,Netherlands,NLD,5300300,6.44,4.0,1,52.132633,5.291266
1671,Germany,DEU,31033290,6.4,1.0,1,51.165691,10.451526
1672,Germany,DEU,6004220,6.39,10.0,1,51.165691,10.451526
1673,Austria,AUT,3032180,6.3,2.0,1,47.516231,14.550072
1674,Germany,DEU,7003370,6.2,2.0,1,51.165691,10.451526
1675,Austria,AUT,5412650,6.2,2.0,1,47.516231,14.550072
1676,Austria,AUT,5406180,6.2,2.0,1,47.516231,14.550072
1677,Slovakia,SVK,3045460,6.1,5.0,2,48.669026,19.699024
1678,Germany,DEU,31039120,6.1,1.0,1,51.165691,10.451526
1679,Germany,DEU,32101060,6.0,2.0,1,51.165691,10.451526
1680,Germany,DEU,90002060,6.0,3.0,1,51.165691,10.451526
1681,Austria,AUT,3026780,6.0,2.0,1,47.516231,14.550072
1682,Australia,AUS,3205050,5.96,12.0,1,-25.274398,133.775136
1683,Netherlands,NLD,7006840,5.96,12.0,1,52.132633,5.291266
1684,Austria,AUT,6007740,5.74,1.0,1,47.516231,14.550072
1685,Germany,DEU,6005490,5.68,8.0,1,51.165691,10.451526
1686,Austria,AUT,6104510,5.68,8.0,1,47.516231,14.550072
1687,India,IND,3045770,5.68,8.0,1,20.593684,78.96288
1688,China,CHN,3060410,5.5,5.0,1,35.86166,104.195397
1689,Austria,AUT,6008120,5.4,8.0,1,47.516231,14.550072
1690,Germany,DEU,3030460,5.4,3.0,1,51.165691,10.451526
1691,Germany,DEU,6008470,5.3,1.0,1,51.165691,10.451526
1692,Germany,DEU,32600430,5.2,4.0,1,51.165691,10.451526
1693,United States of America,USA,3064130,5.18,1.0,1,37.09024,-95.712891
1694,Netherlands,NLD,3048240,5.04,8.0,1,52.132633,5.291266
1695,Switzerland,CHE,3045690,5.0,2.0,1,46.818188,8.227512
1696,Italy,ITA,3045280,5.0,2.0,1,41.87194,12.56738
1697,Austria,AUT,3205950,5.0,1.0,1,47.516231,14.550072
1698,United States of America,USA,31023710,4.97,10.0,1,37.09024,-95.712891
1699,Finland,FIN,6005312,4.97,10.0,1,61.892635,-6.911806
1700,Austria,AUT,5419510,4.97,1.0,1,47.516231,14.550072
1701,Netherlands,NLD,31023390,4.97,10.0,1,52.132633,5.291266
1702,Poland,POL,3205540,4.8,8.0,1,51.919438,19.145136
1703,Germany,DEU,32100510,4.77,1.0,1,51.165691,10.451526
1704,Austria,AUT,5405550,4.55,1.0,1,47.516231,14.550072
1705,Slovenia,SVN,3029920,4.48,1.0,1,46.151241,14.995463
1706,Canada,CAN,3048500,4.48,1.0,1,56.130366,-106.346771
1707,Netherlands,NLD,31022920,4.48,1.0,1,52.132633,5.291266
1708,Israel,ISR,3034950,4.35,3.0,2,31.046051,34.851612
1709,United States of America,USA,3025291,4.34,2.0,1,37.09024,-95.712891
1710,Poland,POL,31010221,4.34,2.0,1,51.919438,19.145136
1711,Germany,DEU,90001890,4.27,1.0,1,51.165691,10.451526
1712,Poland,POL,31017380,4.27,1.0,1,51.919438,19.145136
1713,Austria,AUT,3205960,4.26,6.0,1,47.516231,14.550072
1714,Spain,ESP,31016650,4.2,4.0,1,40.463667,-3.74922
1715,Austria,AUT,3032830,4.2,4.0,1,47.516231,14.550072
1716,United States of America,USA,3026502,4.13,1.0,1,37.09024,-95.712891
1717,Poland,POL,31038190,3.98,8.0,1,51.919438,19.145136
1718,Japan,JPN,3042440,3.98,8.0,1,36.204824,138.252924
1719,United States of America,USA,38000960,3.98,8.0,1,37.09024,-95.712891
1720,Australia,AUS,31022690,3.92,1.0,1,-25.274398,133.775136
1721,Poland,POL,31005711,3.86,5.0,2,51.919438,19.145136
1722,Germany,DEU,3058280,3.83,6.0,1,51.165691,10.451526
1723,Israel,ISR,3025110,3.78,6.0,1,31.046051,34.851612
1724,Austria,AUT,3042860,3.71,3.0,2,47.516231,14.550072
1725,United States of America,USA,31031250,3.5,2.0,1,37.09024,-95.712891
1726,Moldova,MDA,31039570,3.42,1.0,1,47.411631,28.369885
1727,Moldova,MDA,6602890,3.4,1.0,1,47.411631,28.369885
1728,United States of America,USA,3052440,3.36,1.0,1,37.09024,-95.712891
1729,United Kingdom,GBR,3044330,3.36,1.0,1,55.378051,-3.435973
1730,Colombia,COL,6801030,3.29,1.0,1,4.570868,-74.297333
1731,Spain,ESP,3033740,3.22,1.0,1,40.463667,-3.74922
1732,Sweden,SWE,6007270,3.22,1.0,1,60.128161,18.643501
1733,Poland,POL,7004950,3.22,2.0,1,51.919438,19.145136
1734,Poland,POL,3051770,3.08,4.0,1,51.919438,19.145136
1735,Poland,POL,3059460,3.08,4.0,1,51.919438,19.145136
1736,Portugal,PRT,3030520,3.0100000000000002,5.0,2,39.399872,-8.224454
1737,Netherlands,NLD,3050590,2.98,6.0,1,52.132633,5.291266
1738,United States of America,USA,3065460,2.98,6.0,1,37.09024,-95.712891
1739,Poland,POL,3045680,2.94,1.0,1,51.919438,19.145136
1740,Austria,AUT,3040120,2.94,1.0,1,47.516231,14.550072
1741,South Africa,ZAF,31024500,2.87,1.0,1,-30.559482,22.937506
1742,Germany,DEU,3040962,2.84,4.0,1,51.165691,10.451526
1743,Germany,DEU,6007950,2.84,4.0,1,51.165691,10.451526
1744,Germany,DEU,3051890,2.84,4.0,1,51.165691,10.451526
1745,Italy,ITA,7006340,2.84,4.0,1,41.87194,12.56738
1746,Germany,DEU,7003221,2.84,4.0,1,51.165691,10.451526
1747,United States of America,USA,3401030,2.59,1.0,1,37.09024,-95.712891
1748,Germany,DEU,31005421,2.56,4.0,1,51.165691,10.451526
1749,Germany,DEU,3020830,2.56,4.0,1,51.165691,10.451526
1750,Mexico,MEX,3054430,2.54,4.0,2,23.634501,-102.552784
1751,Poland,POL,6900310,2.52,1.0,1,51.919438,19.145136
1752,Netherlands,NLD,3033870,2.52,4.0,1,52.132633,5.291266
1753,Germany,DEU,6900180,2.5,1.0,1,51.165691,10.451526
1754,United States of America,USA,3048070,2.48,5.0,1,37.09024,-95.712891
1755,Poland,POL,5418060,2.48,5.0,1,51.919438,19.145136
1756,Poland,POL,3059350,2.48,5.0,1,51.919438,19.145136
1757,South Africa,ZAF,6602320,2.48,5.0,1,-30.559482,22.937506
1758,Poland,POL,3061390,2.31,3.0,1,51.919438,19.145136
1759,Canada,CAN,32100960,2.31,1.0,1,56.130366,-106.346771
1760,Germany,DEU,3025400,2.27,4.0,1,51.165691,10.451526
1761,Germany,DEU,7004193,2.2,1.0,1,51.165691,10.451526
1762,Austria,AUT,7007050,2.17,1.0,1,47.516231,14.550072
1763,Poland,POL,31021170,2.03,1.0,1,51.919438,19.145136
1764,Germany,DEU,5300540,2.02,24.0,1,51.165691,10.451526
1765,Germany,DEU,32100050,2.0,2.0,1,51.165691,10.451526
1766,Finland,FIN,31023880,1.99,4.0,1,61.892635,-6.911806
1767,United States of America,USA,3023133,1.99,4.0,1,37.09024,-95.712891
1768,Spain,ESP,3057230,1.99,4.0,1,40.463667,-3.74922
1769,Poland,POL,3050780,1.99,4.0,1,51.919438,19.145136
1770,Austria,AUT,3037060,1.92,3.0,1,47.516231,14.550072
1771,Poland,POL,3052250,1.89,3.0,1,51.919438,19.145136
1772,Russia,RUS,3048200,1.89,3.0,1,61.52401,105.318756
1773,Germany,DEU,6800220,1.8,1.0,1,51.165691,10.451526
1774,Czechia,CZE,6600340,1.68,2.0,1,49.817492,15.472962
1775,Germany,DEU,3037762,1.62,2.0,1,51.165691,10.451526
1776,Finland,FIN,3062280,1.54,2.0,1,61.892635,-6.911806
1777,Austria,AUT,3015723,1.54,2.0,1,47.516231,14.550072
1778,Germany,DEU,31035020,1.5,1.0,1,51.165691,10.451526
1779,Germany,DEU,5408980,1.5,1.0,1,51.165691,10.451526
1780,Netherlands,NLD,90000700,1.49,3.0,2,52.132633,5.291266
1781,Germany,DEU,31023210,1.42,2.0,1,51.165691,10.451526
1782,Israel,ISR,3046240,1.42,2.0,1,31.046051,34.851612
1783,Germany,DEU,3035470,1.42,2.0,1,51.165691,10.451526
1784,Germany,DEU,38001270,1.42,2.0,1,51.165691,10.451526
1785,Panama,PAN,31033060,1.42,2.0,1,8.537981,-80.782127
1786,Austria,AUT,3049860,1.42,2.0,1,47.516231,14.550072
1787,Switzerland,CHE,3053950,1.42,2.0,1,46.818188,8.227512
1788,Italy,ITA,3047510,1.42,2.0,1,41.87194,12.56738
1789,Germany,DEU,3051730,1.42,2.0,1,51.165691,10.451526
1790,Germany,DEU,56002280,1.42,2.0,1,51.165691,10.451526
1791,Switzerland,CHE,32400520,1.42,2.0,1,46.818188,8.227512
1792,Germany,DEU,3025982,1.42,2.0,1,51.165691,10.451526
1793,Spain,ESP,3205670,1.4,2.0,1,40.463667,-3.74922
1794,Taiwan,TWN,31030150,1.37,1.0,1,23.69781,120.960515
1795,Germany,DEU,7008100,1.35,2.0,1,51.165691,10.451526
1796,Austria,AUT,3054330,1.35,2.0,1,47.516231,14.550072
1797,Austria,AUT,3044400,1.35,2.0,1,47.516231,14.550072
1798,Poland,POL,31021060,1.33,1.0,1,51.919438,19.145136
1799,Austria,AUT,3012810,1.28,2.0,1,47.516231,14.550072
1800,Mexico,MEX,31015910,1.28,2.0,1,23.634501,-102.552784
1801,Germany,DEU,3027630,1.28,2.0,1,51.165691,10.451526
1802,United States of America,USA,3027580,1.27,2.0,2,37.09024,-95.712891
1803,United States of America,USA,3026220,1.26,1.0,1,37.09024,-95.712891
1804,Canada,CAN,3039920,1.26,1.0,1,56.130366,-106.346771
1805,Russia,RUS,3060010,1.26,1.0,1,61.52401,105.318756
1806,Germany,DEU,31003150,1.14,2.0,1,51.165691,10.451526
1807,Germany,DEU,6601140,1.14,2.0,1,51.165691,10.451526
1808,Netherlands,NLD,31003832,1.05,1.0,1,52.132633,5.291266
1809,United Kingdom,GBR,31009530,1.05,1.0,1,55.378051,-3.435973
1810,Spain,ESP,31035130,1.0,2.0,2,40.463667,-3.74922
1811,Finland,FIN,3042221,0.99,2.0,1,61.892635,-6.911806
1812,Netherlands,NLD,3045610,0.99,2.0,1,52.132633,5.291266
1813,Belgium,BEL,31032180,0.99,2.0,1,50.503887,4.469936
1814,United States of America,USA,3036710,0.99,2.0,1,37.09024,-95.712891
1815,South Korea,KOR,31033100,0.99,2.0,1,35.907757,127.766922
1816,Finland,FIN,3050030,0.99,2.0,1,61.892635,-6.911806
1817,Netherlands,NLD,3206082,0.99,2.0,1,52.132633,5.291266
1818,Poland,POL,3044840,0.99,2.0,1,51.919438,19.145136
1819,United Kingdom,GBR,3059250,0.99,2.0,1,55.378051,-3.435973
1820,Belgium,BEL,3205650,0.99,2.0,1,50.503887,4.469936
1821,United Kingdom,GBR,31004902,0.99,2.0,1,55.378051,-3.435973
1822,Russia,RUS,3058800,0.99,2.0,1,61.52401,105.318756
1823,United States of America,USA,3065070,0.99,2.0,1,37.09024,-95.712891
1824,Austria,AUT,3043920,0.98,1.0,1,47.516231,14.550072
1825,Thailand,THA,31028610,0.8,1.0,1,15.870032,100.992541
1826,Austria,AUT,6104840,0.78,15.0,1,47.516231,14.550072
1827,Poland,POL,31021120,0.77,1.0,1,51.919438,19.145136
1828,Germany,DEU,3028720,0.71,1.0,1,51.165691,10.451526
1829,Germany,DEU,3053280,0.71,1.0,1,51.165691,10.451526
1830,Suriname,SUR,31031220,0.71,1.0,1,3.919305,-56.027783
1831,Germany,DEU,3066040,0.71,1.0,1,51.165691,10.451526
1832,Austria,AUT,3028851,0.71,1.0,1,47.516231,14.550072
1833,Lebanon,LBN,3051460,0.71,1.0,1,33.854721,35.862285
1834,Austria,AUT,3061340,0.71,1.0,1,47.516231,14.550072
1835,Germany,DEU,3062310,0.71,1.0,1,51.165691,10.451526
1836,Poland,POL,3030480,0.7,1.0,1,51.919438,19.145136
1837,Austria,AUT,5418590,0.67,1.0,1,47.516231,14.550072
1838,Austria,AUT,5416160,0.67,1.0,1,47.516231,14.550072
1839,Poland,POL,3056600,0.63,1.0,1,51.919438,19.145136
1840,Austria,AUT,3058550,0.6,1.0,1,47.516231,14.550072
1841,India,IND,3064250,0.6,1.0,1,20.593684,78.96288
1842,Germany,DEU,31022420,0.57,1.0,1,51.165691,10.451526
1843,Spain,ESP,31028700,0.56,1.0,1,40.463667,-3.74922
1844,Belgium,BEL,6103760,0.56,1.0,1,50.503887,4.469936
1845,South Africa,ZAF,31034500,0.5,1.0,1,-30.559482,22.937506
1846,United Kingdom,GBR,31010560,0.5,1.0,1,55.378051,-3.435973
1847,Netherlands,NLD,3206390,0.5,1.0,1,52.132633,5.291266
1848,United Kingdom,GBR,3400680,0.5,1.0,1,55.378051,-3.435973
1849,Netherlands,NLD,31022180,0.5,1.0,1,52.132633,5.291266
1850,Zimbabwe,ZWE,6602740,0.5,1.0,1,-19.015438,29.154857
1851,United States of America,USA,3038850,0.5,1.0,1,37.09024,-95.712891
1852,United States of America,USA,3040460,0.5,1.0,1,37.09024,-95.712891
1853,United Kingdom,GBR,31027120,0.5,1.0,1,55.378051,-3.435973
1854,United States of America,USA,31005591,0.5,1.0,1,37.09024,-95.712891
1855,United States of America,USA,3050840,0.5,1.0,1,37.09024,-95.712891
1856,Finland,FIN,3400770,0.5,1.0,1,61.892635,-6.911806
1857,United States of America,USA,3053620,0.5,1.0,1,37.09024,-95.712891
1858,United States of America,USA,3054040,0.5,1.0,1,37.09024,-95.712891
1859,Finland,FIN,3034360,0.5,1.0,1,61.892635,-6.911806
1860,United States of America,USA,3060920,0.5,1.0,1,37.09024,-95.712891
1861,Czechia,CZE,6007130,0.5,1.0,1,49.817492,15.472962
1862,Slovenia,SVN,90002140,0.5,1.0,1,46.151241,14.995463
1863,United States of America,USA,3027562,0.5,1.0,1,37.09024,-95.712891
1864,United States of America,USA,31021910,0.5,1.0,1,37.09024,-95.712891
1865,Spain,ESP,31011550,0.5,1.0,1,40.463667,-3.74922
1866,Malaysia,MYS,3037141,0.5,1.0,1,4.210484,101.975766
1867,Poland,POL,3063880,0.5,1.0,1,51.919438,19.145136
1868,Germany,DEU,6009200,0.32,4.0,1,51.165691,10.451526
1869,Germany,DEU,6008290,0.3,4.0,1,51.165691,10.451526
1870,Taiwan,TWN,3065550,0.06,2.0,1,23.69781,120.960515
1871,United Kingdom,GBR,6009550,0.03,6.0,1,55.378051,-3.435973
1872,Germany,DEU,3036130,0.0,15.0,1,51.165691,10.451526
1873,Italy,ITA,90001450,0.0,1.0,1,41.87194,12.56738
1874,Germany,DEU,31034310,0.0,2.0,1,51.165691,10.451526
